ano;ente;cod_uf;sig_uf;cod_ibge;nom_ente
2024;Municipal;31;MG;315053;Pingo-dÁgua
2024;Municipal;31;MG;315057;Pintópolis
2024;Municipal;31;MG;315060;Piracema
2024;Municipal;31;MG;315070;Pirajuba
2024;Municipal;31;MG;315080;Piranga
2024;Municipal;31;MG;315090;Piranguçu
2024;Municipal;31;MG;315100;Piranguinho
2024;Municipal;31;MG;315110;Pirapetinga
2024;Municipal;31;MG;315120;Pirapora
2024;Municipal;31;MG;315130;Piraúba
2024;Municipal;31;MG;315140;Pitangui
2024;Municipal;31;MG;315150;Piumhi
2024;Municipal;31;MG;315160;Planura
2024;Municipal;31;MG;315170;Poço Fundo
2024;Municipal;31;MG;315180;Poços de Caldas
2024;Municipal;31;MG;315190;Pocrane
2024;Municipal;31;MG;315200;Pompéu
2024;Municipal;31;MG;315210;Ponte Nova
2024;Municipal;31;MG;315213;Ponto Chique
2024;Municipal;31;MG;315217;Ponto dos Volantes
2024;Municipal;31;MG;315220;Porteirinha
2024;Municipal;31;MG;315230;Porto Firme
2024;Municipal;31;MG;315240;Poté
2024;Municipal;31;MG;315250;Pouso Alegre
2024;Municipal;31;MG;315260;Pouso Alto
2024;Municipal;31;MG;315270;Prados
2024;Municipal;31;MG;315280;Prata
2024;Municipal;31;MG;315290;Pratápolis
2024;Municipal;31;MG;315300;Pratinha
2024;Municipal;31;MG;315310;Presidente Bernardes
2024;Municipal;31;MG;315320;Presidente Juscelino
2024;Municipal;31;MG;315330;Presidente Kubitschek
2024;Municipal;31;MG;315340;Presidente Olegário
2024;Municipal;31;MG;315350;Alto Jequitibá
2024;Municipal;31;MG;315360;Prudente de Morais
2024;Municipal;31;MG;315370;Quartel Geral
2024;Municipal;31;MG;315380;Queluzito
2024;Municipal;31;MG;315390;Raposos
2024;Municipal;31;MG;315400;Raul Soares
2024;Municipal;31;MG;315410;Recreio
2024;Municipal;31;MG;315415;Reduto
2024;Municipal;31;MG;315420;Resende Costa
2024;Municipal;31;MG;315430;Resplendor
2024;Municipal;31;MG;315440;Ressaquinha
2024;Municipal;31;MG;315445;Riachinho
2024;Municipal;31;MG;315450;Riacho dos Machados
2024;Municipal;31;MG;315460;Ribeirão das Neves
2024;Municipal;31;MG;315470;Ribeirão Vermelho
2024;Municipal;31;MG;315480;Rio Acima
2024;Municipal;31;MG;315490;Rio Casca
2024;Municipal;31;MG;315500;Rio Doce
2024;Municipal;31;MG;315510;Rio do Prado
2024;Municipal;31;MG;315520;Rio Espera
2024;Municipal;31;MG;315530;Rio Manso
2024;Municipal;31;MG;315540;Rio Novo
2024;Municipal;31;MG;315550;Rio Paranaíba
2024;Municipal;31;MG;315560;Rio Pardo de Minas
2024;Municipal;31;MG;315570;Rio Piracicaba
2024;Municipal;31;MG;315580;Rio Pomba
2024;Municipal;31;MG;315590;Rio Preto
2024;Municipal;31;MG;315600;Rio Vermelho
2024;Municipal;31;MG;315610;Ritápolis
2024;Municipal;31;MG;315620;Rochedo de Minas
2024;Municipal;31;MG;315630;Rodeiro
2024;Municipal;31;MG;315640;Romaria
2024;Municipal;31;MG;315645;Rosário da Limeira
2024;Municipal;31;MG;315650;Rubelita
2024;Municipal;31;MG;315660;Rubim
2024;Municipal;31;MG;315670;Sabará
2024;Municipal;31;MG;315680;Sabinópolis
2024;Municipal;31;MG;315690;Sacramento
2024;Municipal;31;MG;315700;Salinas
2024;Municipal;31;MG;315710;Salto da Divisa
2024;Municipal;31;MG;315720;Santa Bárbara
2024;Municipal;31;MG;315725;Santa Bárbara do Leste
2024;Municipal;31;MG;315727;Santa Bárbara do Monte Verde
2024;Municipal;31;MG;315730;Santa Bárbara do Tugúrio
2024;Municipal;31;MG;315733;Santa Cruz de Minas
2024;Municipal;31;MG;315737;Santa Cruz de Salinas
2024;Municipal;31;MG;315740;Santa Cruz do Escalvado
2024;Municipal;31;MG;315750;Santa Efigênia de Minas
2024;Municipal;31;MG;315760;Santa Fé de Minas
2024;Municipal;31;MG;315765;Santa Helena de Minas
2024;Municipal;31;MG;315770;Santa Juliana
2024;Municipal;31;MG;315780;Santa Luzia
2024;Municipal;31;MG;315790;Santa Margarida
2024;Municipal;31;MG;315800;Santa Maria de Itabira
2024;Municipal;31;MG;315810;Santa Maria do Salto
2024;Municipal;31;MG;315820;Santa Maria do Suaçuí
2024;Municipal;31;MG;315830;Santana da Vargem
2024;Municipal;31;MG;315840;Santana de Cataguases
2024;Municipal;31;MG;315850;Santana de Pirapama
2024;Municipal;31;MG;315860;Santana do Deserto
2024;Municipal;31;MG;315870;Santana do Garambéu
2024;Municipal;31;MG;315880;Santana do Jacaré
2024;Municipal;31;MG;315890;Santana do Manhuaçu
2024;Municipal;31;MG;315895;Santana do Paraíso
2024;Municipal;31;MG;315900;Santana do Riacho
2024;Municipal;31;MG;315910;Santana dos Montes
2024;Municipal;31;MG;315920;Santa Rita de Caldas
2024;Municipal;31;MG;315930;Santa Rita de Jacutinga
2024;Municipal;31;MG;315935;Santa Rita de Minas
2024;Municipal;31;MG;315940;Santa Rita de Ibitipoca
2024;Municipal;31;MG;315950;Santa Rita do Itueto
2024;Municipal;31;MG;315960;Santa Rita do Sapucaí
2024;Municipal;31;MG;315970;Santa Rosa da Serra
2024;Municipal;31;MG;315980;Santa Vitória
2024;Municipal;31;MG;315990;Santo Antônio do Amparo
2024;Municipal;31;MG;316000;Santo Antônio do Aventureiro
2024;Municipal;31;MG;316010;Santo Antônio do Grama
2024;Municipal;31;MG;316020;Santo Antônio do Itambé
2024;Municipal;31;MG;316030;Santo Antônio do Jacinto
2024;Municipal;31;MG;316040;Santo Antônio do Monte
2024;Municipal;31;MG;316045;Santo Antônio do Retiro
2024;Municipal;31;MG;316050;Santo Antônio do Rio Abaixo
2024;Municipal;31;MG;316060;Santo Hipólito
2024;Municipal;31;MG;316070;Santos Dumont
2024;Municipal;31;MG;316080;São Bento Abade
2024;Municipal;31;MG;316090;São Brás do Suaçuí
2024;Municipal;31;MG;316095;São Domingos das Dores
2024;Municipal;31;MG;316100;São Domingos do Prata
2024;Municipal;31;MG;316105;São Félix de Minas
2024;Municipal;31;MG;316110;São Francisco
2024;Municipal;31;MG;316120;São Francisco de Paula
2024;Municipal;31;MG;316130;São Francisco de Sales
2024;Municipal;31;MG;316140;São Francisco do Glória
2024;Municipal;31;MG;316150;São Geraldo
2024;Municipal;31;MG;316160;São Geraldo da Piedade
2024;Municipal;31;MG;316165;São Geraldo do Baixio
2024;Municipal;31;MG;316170;São Gonçalo do Abaeté
2024;Municipal;31;MG;316180;São Gonçalo do Pará
2024;Municipal;31;MG;316190;São Gonçalo do Rio Abaixo
2024;Municipal;31;MG;316200;São Gonçalo do Sapucaí
2024;Municipal;31;MG;316210;São Gotardo
2024;Municipal;31;MG;316220;São João Batista do Glória
2024;Municipal;31;MG;316225;São João da Lagoa
2024;Municipal;31;MG;316230;São João da Mata
2024;Municipal;31;MG;316240;São João da Ponte
2024;Municipal;31;MG;316245;São João das Missões
2024;Municipal;31;MG;316250;São João del Rei
2024;Municipal;31;MG;316255;São João do Manhuaçu
2024;Municipal;31;MG;316257;São João do Manteninha
2024;Municipal;31;MG;316260;São João do Oriente
2024;Municipal;31;MG;316265;São João do Pacuí
2024;Municipal;31;MG;316270;São João do Paraíso
2024;Municipal;31;MG;316280;São João Evangelista
2024;Municipal;31;MG;316290;São João Nepomuceno
2024;Municipal;31;MG;316292;São Joaquim de Bicas
2024;Municipal;31;MG;316294;São José da Barra
2024;Municipal;31;MG;316295;São José da Lapa
2024;Municipal;31;MG;316300;São José da Safira
2024;Municipal;31;MG;316310;São José da Varginha
2024;Municipal;31;MG;316320;São José do Alegre
2024;Municipal;31;MG;316330;São José do Divino
2024;Municipal;31;MG;316340;São José do Goiabal
2024;Municipal;31;MG;316350;São José do Jacuri
2024;Municipal;31;MG;316360;São José do Mantimento
2024;Municipal;31;MG;316370;São Lourenço
2024;Municipal;31;MG;316380;São Miguel do Anta
2024;Municipal;31;MG;316390;São Pedro da União
2024;Municipal;31;MG;316400;São Pedro dos Ferros
2024;Municipal;31;MG;316410;São Pedro do Suaçuí
2024;Municipal;31;MG;316420;São Romão
2024;Municipal;31;MG;316430;São Roque de Minas
2024;Municipal;31;MG;316440;São Sebastião da Bela Vista
2024;Municipal;31;MG;316443;São Sebastião da Vargem Alegre
2024;Municipal;31;MG;316447;São Sebastião do Anta
2024;Municipal;31;MG;316450;São Sebastião do Maranhão
2024;Municipal;31;MG;316460;São Sebastião do Oeste
2024;Municipal;31;MG;316470;São Sebastião do Paraíso
2024;Municipal;31;MG;316480;São Sebastião do Rio Preto
2024;Municipal;31;MG;316490;São Sebastião do Rio Verde
2024;Municipal;31;MG;316500;São Tiago
2024;Municipal;31;MG;316510;São Tomás de Aquino
2024;Municipal;31;MG;316520;São Thomé das Letras
2024;Municipal;31;MG;316530;São Vicente de Minas
2024;Municipal;31;MG;316540;Sapucaí-Mirim
2024;Municipal;31;MG;316550;Sardoá
2024;Municipal;31;MG;316553;Sarzedo
2024;Municipal;31;MG;316555;Setubinha
2024;Municipal;31;MG;316556;Sem-Peixe
2024;Municipal;31;MG;316557;Senador Amaral
2024;Municipal;31;MG;316560;Senador Cortes
2024;Municipal;31;MG;316570;Senador Firmino
2024;Municipal;31;MG;316580;Senador José Bento
2024;Municipal;31;MG;316590;Senador Modestino Gonçalves
2024;Municipal;31;MG;316600;Senhora de Oliveira
2024;Municipal;31;MG;316610;Senhora do Porto
2024;Municipal;31;MG;316620;Senhora dos Remédios
2024;Municipal;31;MG;316630;Sericita
2024;Municipal;31;MG;316640;Seritinga
2024;Municipal;31;MG;316650;Serra Azul de Minas
2024;Municipal;31;MG;316660;Serra da Saudade
2024;Municipal;31;MG;316670;Serra dos Aimorés
2024;Municipal;31;MG;316680;Serra do Salitre
2024;Municipal;31;MG;316690;Serrania
2024;Municipal;31;MG;316695;Serranópolis de Minas
2024;Municipal;31;MG;316700;Serranos
2024;Municipal;31;MG;316710;Serro
2024;Municipal;31;MG;316720;Sete Lagoas
2024;Municipal;31;MG;316730;Silveirânia
2024;Municipal;31;MG;316740;Silvianópolis
2024;Municipal;31;MG;316750;Simão Pereira
2024;Municipal;31;MG;316760;Simonésia
2024;Municipal;31;MG;316770;Sobrália
2024;Municipal;31;MG;316780;Soledade de Minas
2024;Municipal;31;MG;316790;Tabuleiro
2024;Municipal;31;MG;316800;Taiobeiras
2024;Municipal;31;MG;316805;Taparuba
2024;Municipal;31;MG;316810;Tapira
2024;Municipal;31;MG;316820;Tapiraí
2024;Municipal;31;MG;316830;Taquaraçu de Minas
2024;Municipal;31;MG;316840;Tarumirim
2024;Municipal;31;MG;316850;Teixeiras
2024;Municipal;31;MG;316860;Teófilo Otoni
2024;Municipal;31;MG;316870;Timóteo
2024;Municipal;31;MG;316880;Tiradentes
2024;Municipal;31;MG;316890;Tiros
2024;Municipal;31;MG;316900;Tocantins
2024;Municipal;31;MG;316905;Tocos do Moji
2024;Municipal;31;MG;316910;Toledo
2024;Municipal;31;MG;316920;Tombos
2024;Municipal;31;MG;316930;Três Corações
2024;Municipal;31;MG;316935;Três Marias
2024;Municipal;31;MG;316940;Três Pontas
2024;Municipal;31;MG;316950;Tumiritinga
2024;Municipal;31;MG;316960;Tupaciguara
2024;Municipal;31;MG;316970;Turmalina
2024;Municipal;31;MG;316980;Turvolândia
2024;Municipal;31;MG;316990;Ubá
2024;Municipal;31;MG;317000;Ubaí
2024;Municipal;31;MG;317005;Ubaporanga
2024;Municipal;31;MG;317010;Uberaba
2024;Municipal;31;MG;317020;Uberlândia
2024;Municipal;31;MG;317030;Umburatiba
2024;Municipal;31;MG;317040;Unaí
2024;Municipal;31;MG;317043;União de Minas
2024;Municipal;31;MG;317047;Uruana de Minas
2024;Municipal;31;MG;317050;Urucânia
2024;Municipal;31;MG;317052;Urucuia
2024;Municipal;31;MG;317057;Vargem Alegre
2024;Municipal;31;MG;317060;Vargem Bonita
2024;Municipal;31;MG;317065;Vargem Grande do Rio Pardo
2024;Municipal;31;MG;317070;Varginha
2024;Municipal;31;MG;317075;Varjão de Minas
2024;Municipal;31;MG;317080;Várzea da Palma
2024;Municipal;31;MG;317090;Varzelândia
2024;Municipal;31;MG;317100;Vazante
2024;Municipal;31;MG;317103;Verdelândia
2024;Municipal;31;MG;317107;Veredinha
2024;Municipal;31;MG;317110;Veríssimo
2024;Municipal;31;MG;317115;Vermelho Novo
2024;Municipal;31;MG;317120;Vespasiano
2024;Municipal;31;MG;317130;Viçosa
2024;Municipal;31;MG;317140;Vieiras
2024;Municipal;31;MG;317150;Mathias Lobato
2024;Municipal;31;MG;317160;Virgem da Lapa
2024;Municipal;31;MG;317170;Virgínia
2024;Municipal;31;MG;317180;Virginópolis
2024;Municipal;31;MG;317190;Virgolândia
2024;Municipal;31;MG;317200;Visconde do Rio Branco
2024;Municipal;31;MG;317210;Volta Grande
2024;Municipal;31;MG;317220;Wenceslau Braz
