UF;nom_mun;Ano;transferencia;VL_CONSOLIDADO;cod_ibge;Código SIAFI
MG;Dores do Indaiá;2025;FUNDEB - FPM;2051183,59;3123205;4463
MG;Dores do Indaiá;2025;FUNDEB - ICMS;6497381,04;3123205;4463
MG;Dores do Indaiá;2025;FUNDEB - IPI-EXP;82785,75;3123205;4463
MG;Dores do Indaiá;2025;FUNDEB - IPVA;944524,11;3123205;4463
MG;Dores do Indaiá;2025;FUNDEB - ITCMD;163584,85;3123205;4463
MG;Dores do Indaiá;2025;FUNDEB - ITR;23511,29;3123205;4463
MG;Dores do Turvo;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-7045,14;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - FPE;-10,63;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - FPM;-31,65;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - ICME;-103,27;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - IPIE;-0,96;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - IPVA;-15,92;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - ITCMD;-2,67;3123304;4465
MG;Dores do Turvo;2025;AJUSTE FUNDEB - ITR;-0,36;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - COUN VAAR;112714,52;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - FPE;255520,24;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - FPM;787182,68;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - FUNDEB - FTI;111950,61;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - ICMS;2488888,25;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - IPI-EXP;31770,66;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - IPVA;362428,49;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - ITCMD;62672,66;3123304;4465
MG;Dores do Turvo;2025;FUNDEB - ITR;8997,63;3123304;4465
MG;Doresópolis;2025;AJUSTE FUNDEB - FPE;-4,72;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - FPM;-14,09;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - ICME;-45,65;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - IPIE;-0,41;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - IPVA;-7,09;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - ITCMD;-1,18;3123403;4467
MG;Doresópolis;2025;AJUSTE FUNDEB - ITR;-0,16;3123403;4467
MG;Doresópolis;2025;FUNDEB - FPE;105394,17;3123403;4467
MG;Doresópolis;2025;FUNDEB - FPM;324688,45;3123403;4467
MG;Doresópolis;2025;FUNDEB - FUNDEB - FTI;15708,5;3123403;4467
MG;Doresópolis;2025;FUNDEB - ICMS;1030744,59;3123403;4467
MG;Doresópolis;2025;FUNDEB - IPI-EXP;13104,41;3123403;4467
MG;Doresópolis;2025;FUNDEB - IPVA;149499,34;3123403;4467
MG;Doresópolis;2025;FUNDEB - ITCMD;25868,6;3123403;4467
MG;Doresópolis;2025;FUNDEB - ITR;3715,55;3123403;4467
MG;Douradoquara;2025;AJUSTE FUNDEB - FPE;-0,88;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - FPM;-2,57;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - ICME;-8,5;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - IPIE;-0,1;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - IPVA;-1,34;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - ITCMD;-0,2;3123502;4469
MG;Douradoquara;2025;AJUSTE FUNDEB - ITR;-0,03;3123502;4469
MG;Douradoquara;2025;FUNDEB - FPE;20013,83;3123502;4469
MG;Douradoquara;2025;FUNDEB - FPM;61656,82;3123502;4469
MG;Douradoquara;2025;FUNDEB - ICMS;195164,19;3123502;4469
MG;Douradoquara;2025;FUNDEB - IPI-EXP;2488,46;3123502;4469
MG;Douradoquara;2025;FUNDEB - IPVA;28394,43;3123502;4469
MG;Douradoquara;2025;FUNDEB - ITCMD;4923,14;3123502;4469
MG;Douradoquara;2025;FUNDEB - ITR;708,14;3123502;4469
MG;Durandé;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-10264,44;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - FPE;-13,81;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - FPM;-41,3;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - ICME;-134,88;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - IPIE;-1,3;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - IPVA;-20,83;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - ITCMD;-3,51;3123528;2675
MG;Durandé;2025;AJUSTE FUNDEB - ITR;-0,45;3123528;2675
MG;Durandé;2025;FUNDEB - COUN VAAR;164219,85;3123528;2675
MG;Durandé;2025;FUNDEB - FPE;334921,57;3123528;2675
MG;Durandé;2025;FUNDEB - FPM;1031794,83;3123528;2675
MG;Durandé;2025;FUNDEB - ICMS;3264837,97;3123528;2675
MG;Durandé;2025;FUNDEB - IPI-EXP;41643,24;3123528;2675
MG;Durandé;2025;FUNDEB - IPVA;475088,5;3123528;2675
MG;Durandé;2025;FUNDEB - ITCMD;82225,24;3123528;2675
MG;Durandé;2025;FUNDEB - ITR;11812,03;3123528;2675
MG;Elói Mendes;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-25063,98;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;-46212,9;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - FPE;-55,25;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - FPM;-165,63;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - ICME;-539,17;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - IPIE;-5,13;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - IPVA;-82,85;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - ITCMD;-13,95;3123601;4471
MG;Elói Mendes;2025;AJUSTE FUNDEB - ITR;-1,84;3123601;4471
MG;Elói Mendes;2025;FUNDEB - COUN VAAR;104583,53;3123601;4471
MG;Elói Mendes;2025;FUNDEB - COUN VAAT;57079,31;3123601;4471
MG;Elói Mendes;2025;FUNDEB - FPE;1398683,65;3123601;4471
MG;Elói Mendes;2025;FUNDEB - FPM;4308933,33;3123601;4471
MG;Elói Mendes;2025;FUNDEB - ICMS;13646620,39;3123601;4471
MG;Elói Mendes;2025;FUNDEB - IPI-EXP;173908,47;3123601;4471
MG;Elói Mendes;2025;FUNDEB - IPVA;1983947,83;3123601;4471
MG;Elói Mendes;2025;FUNDEB - ITCMD;343190,53;3123601;4471
MG;Elói Mendes;2025;FUNDEB - ITR;49282,57;3123601;4471
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-14626,28;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - FPE;-25,32;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - FPM;-75,99;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - ICME;-247,23;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - IPIE;-2,38;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - IPVA;-37,9;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - ITCMD;-6,5;3123700;4473
MG;Engenheiro Caldas;2025;AJUSTE FUNDEB - ITR;-0,86;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - COUN VAAR;234004,99;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - FPE;614196,15;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - FPM;1892157,85;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - ICMS;6001210,47;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - IPI-EXP;76367,45;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - IPVA;871314,74;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - ITCMD;150940,53;3123700;4473
MG;Engenheiro Caldas;2025;FUNDEB - ITR;21697,61;3123700;4473
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - FPE;-14,06;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - FPM;-42,07;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - ICME;-136,83;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - IPIE;-1,32;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - IPVA;-20,87;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - ITCMD;-3,51;3123809;4475
MG;Engenheiro Navarro;2025;AJUSTE FUNDEB - ITR;-0,44;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - FPE;322632,18;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - FPM;993934,94;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - FUNDEB - FTI;159701,15;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - ICMS;3149567,06;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - IPI-EXP;40115,19;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - IPVA;457585,8;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - ITCMD;79063,54;3123809;4475
MG;Engenheiro Navarro;2025;FUNDEB - ITR;11344,23;3123809;4475
MG;Entre Folhas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-3272,7;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - FPE;-11,66;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - FPM;-34,75;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - ICME;-113,1;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - IPIE;-1,06;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - IPVA;-17,21;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - ITCMD;-2,94;3123858;2663
MG;Entre Folhas;2025;AJUSTE FUNDEB - ITR;-0,36;3123858;2663
MG;Entre Folhas;2025;FUNDEB - COUN VAAR;13261,26;3123858;2663
MG;Entre Folhas;2025;FUNDEB - COUN VAAT;98657,82;3123858;2663
MG;Entre Folhas;2025;FUNDEB - FPE;303483,25;3123858;2663
MG;Entre Folhas;2025;FUNDEB - FPM;934942,68;3123858;2663
MG;Entre Folhas;2025;FUNDEB - FUNDEB - FTI;137098,25;3123858;2663
MG;Entre Folhas;2025;FUNDEB - ICMS;2958833,31;3123858;2663
MG;Entre Folhas;2025;FUNDEB - IPI-EXP;37734,24;3123858;2663
MG;Entre Folhas;2025;FUNDEB - IPVA;430495,91;3123858;2663
MG;Entre Folhas;2025;FUNDEB - ITCMD;74513,08;3123858;2663
MG;Entre Folhas;2025;FUNDEB - ITR;10704,73;3123858;2663
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - FPE;-21,44;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - FPM;-64,18;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - ICME;-209,1;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - IPIE;-1,95;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - IPVA;-32,23;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - ITCMD;-5,47;3123908;4477
MG;Entre Rios de Minas;2025;AJUSTE FUNDEB - ITR;-0,7;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - FPE;515059,22;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - FPM;1586746,04;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - ICMS;5026638,04;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - IPI-EXP;64041,05;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - IPVA;730640,42;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - ITCMD;126502,67;3123908;4477
MG;Entre Rios de Minas;2025;FUNDEB - ITR;18177,65;3123908;4477
MG;Ervália;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-29715,43;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - FPE;-41;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - FPM;-122,77;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - ICME;-399,82;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - IPIE;-3,79;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - IPVA;-61,33;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - ITCMD;-10,35;3124005;4479
MG;Ervália;2025;AJUSTE FUNDEB - ITR;-1,35;3124005;4479
MG;Ervália;2025;FUNDEB - COUN VAAR;73972,4;3124005;4479
MG;Ervália;2025;FUNDEB - COUN VAAT;1150833,37;3124005;4479
MG;Ervália;2025;FUNDEB - FPE;1049865,7;3124005;4479
MG;Ervália;2025;FUNDEB - FPM;3234327,79;3124005;4479
MG;Ervália;2025;FUNDEB - FUNDEB - FTI;230278,26;3124005;4479
MG;Ervália;2025;FUNDEB - ICMS;10224008,8;3124005;4479
MG;Ervália;2025;FUNDEB - IPI-EXP;130537,42;3124005;4479
MG;Ervália;2025;FUNDEB - IPVA;1489101,87;3124005;4479
MG;Ervália;2025;FUNDEB - ITCMD;257460,18;3124005;4479
MG;Ervália;2025;FUNDEB - ITR;36958,19;3124005;4479
MG;Esmeraldas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-77283,77;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - FPE;-1251,69;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - FPM;-3841,26;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - ICME;-12401,87;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - IPIE;-152,17;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - IPVA;-1976,5;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - ITCMD;-289,45;3124104;4481
MG;Esmeraldas;2025;AJUSTE FUNDEB - ITR;-45,77;3124104;4481
MG;Esmeraldas;2025;FUNDEB - COUN VAAR;324796,29;3124104;4481
MG;Esmeraldas;2025;FUNDEB - COUN VAAT;589993,53;3124104;4481
MG;Esmeraldas;2025;FUNDEB - FPE;4291841,04;3124104;4481
MG;Esmeraldas;2025;FUNDEB - FPM;13221901,02;3124104;4481
MG;Esmeraldas;2025;FUNDEB - FUNDEB - FTI;145075,08;3124104;4481
MG;Esmeraldas;2025;FUNDEB - ICMS;41870196,98;3124104;4481
MG;Esmeraldas;2025;FUNDEB - IPI-EXP;533637,82;3124104;4481
MG;Esmeraldas;2025;FUNDEB - IPVA;6088081,13;3124104;4481
MG;Esmeraldas;2025;FUNDEB - ITCMD;1053425,85;3124104;4481
MG;Esmeraldas;2025;FUNDEB - ITR;151312,77;3124104;4481
MG;Espera Feliz;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;9849,24;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;82523,63;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - FPE;-42,43;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - FPM;-127,08;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - ICME;-413,61;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - IPIE;-3,96;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - IPVA;-63,63;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - ITCMD;-10,69;3124203;4483
MG;Espera Feliz;2025;AJUSTE FUNDEB - ITR;-1,39;3124203;4483
MG;Espera Feliz;2025;FUNDEB - COUN VAAR;37447,23;3124203;4483
MG;Espera Feliz;2025;FUNDEB - COUN VAAT;2579414,97;3124203;4483
MG;Espera Feliz;2025;FUNDEB - FPE;1157432,39;3124203;4483
MG;Espera Feliz;2025;FUNDEB - FPM;3565709,09;3124203;4483
MG;Espera Feliz;2025;FUNDEB - ICMS;11274822,83;3124203;4483
MG;Espera Feliz;2025;FUNDEB - IPI-EXP;143911,97;3124203;4483
MG;Espera Feliz;2025;FUNDEB - IPVA;1641831,81;3124203;4483
MG;Espera Feliz;2025;FUNDEB - ITCMD;284169,23;3124203;4483
MG;Espera Feliz;2025;FUNDEB - ITR;40823,41;3124203;4483
MG;Espinosa;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-77656,43;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;97233,31;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - FPE;-48,6;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - FPM;-145,76;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - ICME;-473,96;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - IPIE;-4,54;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - IPVA;-72,99;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - ITCMD;-12,28;3124302;4485
MG;Espinosa;2025;AJUSTE FUNDEB - ITR;-1,6;3124302;4485
MG;Espinosa;2025;FUNDEB - COUN VAAR;1152893,54;3124302;4485
MG;Espinosa;2025;FUNDEB - COUN VAAT;4089295,78;3124302;4485
MG;Espinosa;2025;FUNDEB - FPE;1352671,5;3124302;4485
MG;Espinosa;2025;FUNDEB - FPM;4167183,39;3124302;4485
MG;Espinosa;2025;FUNDEB - FUNDEB - FTI;287847,83;3124302;4485
MG;Espinosa;2025;FUNDEB - ICMS;13183175,71;3124302;4485
MG;Espinosa;2025;FUNDEB - IPI-EXP;168187,48;3124302;4485
MG;Espinosa;2025;FUNDEB - IPVA;1918742,27;3124302;4485
MG;Espinosa;2025;FUNDEB - ITCMD;332024,08;3124302;4485
MG;Espinosa;2025;FUNDEB - ITR;47690,7;3124302;4485
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-13266,01;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;31166,73;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - FPE;-16,96;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - FPM;-50,93;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - ICME;-165,79;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - IPIE;-1,54;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - IPVA;-25,67;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - ITCMD;-4,28;3124401;4487
MG;Espírito Santo do Dourado;2025;AJUSTE FUNDEB - ITR;-0,6;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - COUN VAAR;212241,7;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - COUN VAAT;1041226,39;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - FPE;474727,68;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - FPM;1462496,47;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - ICMS;4616314,79;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - IPI-EXP;59026,3;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - IPVA;673348,96;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - ITCMD;116433,96;3124401;4487
MG;Espírito Santo do Dourado;2025;FUNDEB - ITR;16715,47;3124401;4487
MG;Estiva;2025;AJUSTE FUNDEB - FPE;-15,68;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - FPM;-47,19;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - ICME;-153,54;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - IPIE;-1,49;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - IPVA;-23,43;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - ITCMD;-3,97;3124500;4489
MG;Estiva;2025;AJUSTE FUNDEB - ITR;-0,54;3124500;4489
MG;Estiva;2025;FUNDEB - FPE;409949,63;3124500;4489
MG;Estiva;2025;FUNDEB - FPM;1262934,36;3124500;4489
MG;Estiva;2025;FUNDEB - FUNDEB - FTI;33153,63;3124500;4489
MG;Estiva;2025;FUNDEB - ICMS;3996385,78;3124500;4489
MG;Estiva;2025;FUNDEB - IPI-EXP;50972,03;3124500;4489
MG;Estiva;2025;FUNDEB - IPVA;581510,36;3124500;4489
MG;Estiva;2025;FUNDEB - ITCMD;100632,83;3124500;4489
MG;Estiva;2025;FUNDEB - ITR;14455,2;3124500;4489
MG;Estrela Dalva;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-641,64;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - FPE;-5,18;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - FPM;-15,49;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - ICME;-50,44;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - IPIE;-0,47;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - IPVA;-7,8;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - ITCMD;-1,24;3124609;4491
MG;Estrela Dalva;2025;AJUSTE FUNDEB - ITR;-0,15;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - COUN VAAR;4056,12;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - FPE;112851,86;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - FPM;347663,46;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - ICMS;1103129,05;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - IPI-EXP;14031,7;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - IPVA;160083,16;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - ITCMD;27710,18;3124609;4491
MG;Estrela Dalva;2025;FUNDEB - ITR;3981,13;3124609;4491
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-6989,5;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - FPE;-4,13;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - FPM;-12,26;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - ICME;-40,25;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - IPIE;-0,37;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - IPVA;-6,2;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - ITCMD;-1,08;3124708;4493
MG;Estrela do Indaiá;2025;AJUSTE FUNDEB - ITR;-0,14;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - COUN VAAR;103328,24;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - FPE;121289,25;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - FPM;373656,54;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - FUNDEB - FTI;22533,08;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - ICMS;1181798,74;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - IPI-EXP;15080,79;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - IPVA;172029,07;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - ITCMD;29734,67;3124708;4493
MG;Estrela do Indaiá;2025;FUNDEB - ITR;4267,5;3124708;4493
MG;Estrela do Sul;2025;AJUSTE FUNDEB - FPE;-12,7;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - FPM;-38,23;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - ICME;-123,99;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - IPIE;-1,15;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - IPVA;-19,25;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - ITCMD;-3,19;3124807;4495
MG;Estrela do Sul;2025;AJUSTE FUNDEB - ITR;-0,4;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - FPE;304309,43;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - FPM;937487,92;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - ICMS;2969111,01;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - IPI-EXP;37836,98;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - IPVA;431686,75;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - ITCMD;74754,67;3124807;4495
MG;Estrela do Sul;2025;FUNDEB - ITR;10743,09;3124807;4495
MG;Eugenópolis;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5999,81;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - FPE;-17,81;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - FPM;-53,45;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - ICME;-174,06;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - IPIE;-1,61;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - IPVA;-26,77;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - ITCMD;-4,54;3124906;4497
MG;Eugenópolis;2025;AJUSTE FUNDEB - ITR;-0,6;3124906;4497
MG;Eugenópolis;2025;FUNDEB - COUN VAAR;20362,94;3124906;4497
MG;Eugenópolis;2025;FUNDEB - FPE;435132,41;3124906;4497
MG;Eugenópolis;2025;FUNDEB - FPM;1340515,02;3124906;4497
MG;Eugenópolis;2025;FUNDEB - FUNDEB - FTI;109732,82;3124906;4497
MG;Eugenópolis;2025;FUNDEB - ICMS;4247409,8;3124906;4497
MG;Eugenópolis;2025;FUNDEB - IPI-EXP;54103,17;3124906;4497
MG;Eugenópolis;2025;FUNDEB - IPVA;617265,01;3124906;4497
MG;Eugenópolis;2025;FUNDEB - ITCMD;106883,1;3124906;4497
MG;Eugenópolis;2025;FUNDEB - ITR;15359,5;3124906;4497
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - FPE;-11,38;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - FPM;-34,19;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - ICME;-111,18;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - IPIE;-1,06;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - IPVA;-17,07;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - ITCMD;-2,89;3125002;4499
MG;Ewbank da Câmara;2025;AJUSTE FUNDEB - ITR;-0,39;3125002;4499
MG;Ewbank da Câmara;2025;FUNDEB - FPE;293238,1;3125002;4499
MG;Ewbank da Câmara;2025;FUNDEB - FPM;903380,43;3125002;4499
MG;Ewbank da Câmara;2025;FUNDEB - FUNDEB - FTI;161354,06;3125002;4499
