UF;nom_mun;Ano;transferencia;VL_CONSOLIDADO;cod_ibge;Código SIAFI
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - FPE;-9,95;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - FPM;-29,88;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - ICME;-97,31;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - IPIE;-0,92;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - IPVA;-15,03;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - ITCMD;-2,52;3100104;4001
MG;Abadia dos Dourados;2025;AJUSTE FUNDEB - ITR;-0,31;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - FPE;235848,61;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - FPM;726580,3;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - FUNDEB - FTI;68193,63;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - ICMS;2303682,3;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - IPI-EXP;29324,78;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - IPVA;334553,08;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - ITCMD;57902,67;3100104;4001
MG;Abadia dos Dourados;2025;FUNDEB - ITR;8318,03;3100104;4001
MG;Abaeté;2025;AJUSTE FUNDEB - FPE;-36,76;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - FPM;-110,16;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - ICME;-358,77;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - IPIE;-3,41;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - IPVA;-55,08;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - ITCMD;-9,28;3100203;4003
MG;Abaeté;2025;AJUSTE FUNDEB - ITR;-1,2;3100203;4003
MG;Abaeté;2025;FUNDEB - COUN VAAT;964998,13;3100203;4003
MG;Abaeté;2025;FUNDEB - FPE;1008669,46;3100203;4003
MG;Abaeté;2025;FUNDEB - FPM;3107414,15;3100203;4003
MG;Abaeté;2025;FUNDEB - FUNDEB - FTI;24229,51;3100203;4003
MG;Abaeté;2025;FUNDEB - ICMS;9836702,42;3100203;4003
MG;Abaeté;2025;FUNDEB - IPI-EXP;125415,23;3100203;4003
MG;Abaeté;2025;FUNDEB - IPVA;1430706,88;3100203;4003
MG;Abaeté;2025;FUNDEB - ITCMD;247433,08;3100203;4003
MG;Abaeté;2025;FUNDEB - ITR;35525,93;3100203;4003
MG;Abre Campo;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-19630,05;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - FPE;-13,65;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - FPM;-40,9;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - ICME;-133,17;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - IPIE;-1,26;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - IPVA;-20,52;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - ITCMD;-3,44;3100302;4005
MG;Abre Campo;2025;AJUSTE FUNDEB - ITR;-0,46;3100302;4005
MG;Abre Campo;2025;FUNDEB - COUN VAAR;288805,38;3100302;4005
MG;Abre Campo;2025;FUNDEB - FPE;385968,71;3100302;4005
MG;Abre Campo;2025;FUNDEB - FPM;1189056,21;3100302;4005
MG;Abre Campo;2025;FUNDEB - ICMS;3767640,31;3100302;4005
MG;Abre Campo;2025;FUNDEB - IPI-EXP;47990,29;3100302;4005
MG;Abre Campo;2025;FUNDEB - IPVA;547426,79;3100302;4005
MG;Abre Campo;2025;FUNDEB - ITCMD;94608,05;3100302;4005
MG;Abre Campo;2025;FUNDEB - ITR;13576,8;3100302;4005
MG;Acaiaca;2025;AJUSTE FUNDEB - FPE;-8,88;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - FPM;-26,69;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - ICME;-87,1;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - IPIE;-0,85;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - IPVA;-13,3;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - ITCMD;-2,27;3100401;4007
MG;Acaiaca;2025;AJUSTE FUNDEB - ITR;-0,29;3100401;4007
MG;Acaiaca;2025;FUNDEB - FPE;212414,68;3100401;4007
MG;Acaiaca;2025;FUNDEB - FPM;654387,22;3100401;4007
MG;Acaiaca;2025;FUNDEB - FUNDEB - FTI;23776,35;3100401;4007
MG;Acaiaca;2025;FUNDEB - ICMS;2073446,27;3100401;4007
MG;Acaiaca;2025;FUNDEB - IPI-EXP;26411,1;3100401;4007
MG;Acaiaca;2025;FUNDEB - IPVA;301309,35;3100401;4007
MG;Acaiaca;2025;FUNDEB - ITCMD;52144,52;3100401;4007
MG;Acaiaca;2025;FUNDEB - ITR;7490,38;3100401;4007
MG;Açucena;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5877,8;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - FPE;-11,2;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - FPM;-33,74;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - ICME;-109,59;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - IPIE;-1,07;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - IPVA;-16,88;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - ITCMD;-2,78;3100500;4009
MG;Açucena;2025;AJUSTE FUNDEB - ITR;-0,33;3100500;4009
MG;Açucena;2025;FUNDEB - COUN VAAR;23990,54;3100500;4009
MG;Açucena;2025;FUNDEB - FPE;266730,3;3100500;4009
MG;Açucena;2025;FUNDEB - FPM;821717,76;3100500;4009
MG;Açucena;2025;FUNDEB - FUNDEB - FTI;113859,8;3100500;4009
MG;Açucena;2025;FUNDEB - ICMS;2607289,29;3100500;4009
MG;Açucena;2025;FUNDEB - IPI-EXP;33164,53;3100500;4009
MG;Açucena;2025;FUNDEB - IPVA;378383,97;3100500;4009
MG;Açucena;2025;FUNDEB - ITCMD;65535,87;3100500;4009
MG;Açucena;2025;FUNDEB - ITR;9419,41;3100500;4009
MG;Água Boa;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;32913,48;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - FPE;-15,76;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - FPM;-47,28;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - ICME;-153,88;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - IPIE;-1,54;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - IPVA;-23,7;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - ITCMD;-4;3100609;4011
MG;Água Boa;2025;AJUSTE FUNDEB - ITR;-0,51;3100609;4011
MG;Água Boa;2025;FUNDEB - COUN VAAT;79801,43;3100609;4011
MG;Água Boa;2025;FUNDEB - FPE;393732,31;3100609;4011
MG;Água Boa;2025;FUNDEB - FPM;1212973,54;3100609;4011
MG;Água Boa;2025;FUNDEB - ICMS;3846075,74;3100609;4011
MG;Água Boa;2025;FUNDEB - IPI-EXP;48955,62;3100609;4011
MG;Água Boa;2025;FUNDEB - IPVA;558583,95;3100609;4011
MG;Água Boa;2025;FUNDEB - ITCMD;96812,33;3100609;4011
MG;Água Boa;2025;FUNDEB - ITR;13921,57;3100609;4011
MG;Água Comprida;2025;AJUSTE FUNDEB - FPE;-4,71;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - FPM;-14,28;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - ICME;-46,22;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - IPIE;-0,43;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - IPVA;-7,15;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - ITCMD;-1,13;3100708;4013
MG;Água Comprida;2025;AJUSTE FUNDEB - ITR;-0,16;3100708;4013
MG;Água Comprida;2025;FUNDEB - FPE;102768,78;3100708;4013
MG;Água Comprida;2025;FUNDEB - FPM;316600,42;3100708;4013
MG;Água Comprida;2025;FUNDEB - ICMS;1002658,04;3100708;4013
MG;Água Comprida;2025;FUNDEB - IPI-EXP;12778;3100708;4013
MG;Água Comprida;2025;FUNDEB - IPVA;145783,44;3100708;4013
MG;Água Comprida;2025;FUNDEB - ITCMD;25241,07;3100708;4013
MG;Água Comprida;2025;FUNDEB - ITR;3626,99;3100708;4013
MG;Aguanil;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;-3637,35;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - FPE;-10,8;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - FPM;-32,38;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - ICME;-105,37;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - IPIE;-1,03;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - IPVA;-16,21;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - ITCMD;-2,69;3100807;4015
MG;Aguanil;2025;AJUSTE FUNDEB - ITR;-0,34;3100807;4015
MG;Aguanil;2025;FUNDEB - COUN VAAT;3637,35;3100807;4015
MG;Aguanil;2025;FUNDEB - FPE;283585,02;3100807;4015
MG;Aguanil;2025;FUNDEB - FPM;873642,1;3100807;4015
MG;Aguanil;2025;FUNDEB - FUNDEB - FTI;137134,92;3100807;4015
MG;Aguanil;2025;FUNDEB - ICMS;2766037,77;3100807;4015
MG;Aguanil;2025;FUNDEB - IPI-EXP;35260,17;3100807;4015
MG;Aguanil;2025;FUNDEB - IPVA;402225,47;3100807;4015
MG;Aguanil;2025;FUNDEB - ITCMD;69535,61;3100807;4015
MG;Aguanil;2025;FUNDEB - ITR;9981,02;3100807;4015
MG;Águas Formosas;2025;AJUSTE FUNDEB - FPE;-24,21;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - FPM;-72,63;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - ICME;-236,4;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - IPIE;-2,22;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - IPVA;-36,22;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - ITCMD;-6,12;3100906;4017
MG;Águas Formosas;2025;AJUSTE FUNDEB - ITR;-0,76;3100906;4017
MG;Águas Formosas;2025;FUNDEB - FPE;609147,18;3100906;4017
MG;Águas Formosas;2025;FUNDEB - FPM;1876603,47;3100906;4017
MG;Águas Formosas;2025;FUNDEB - FUNDEB - FTI;148556,88;3100906;4017
MG;Águas Formosas;2025;FUNDEB - ICMS;5942110,35;3100906;4017
MG;Águas Formosas;2025;FUNDEB - IPI-EXP;75739,69;3100906;4017
MG;Águas Formosas;2025;FUNDEB - IPVA;864072,27;3100906;4017
MG;Águas Formosas;2025;FUNDEB - ITCMD;149534,49;3100906;4017
MG;Águas Formosas;2025;FUNDEB - ITR;21479,93;3100906;4017
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-192,5;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;55227,46;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - FPE;-29,32;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - FPM;-87,85;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - ICME;-286,03;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - IPIE;-2,74;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - IPVA;-44,12;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - ITCMD;-7,39;3101003;4019
MG;Águas Vermelhas;2025;AJUSTE FUNDEB - ITR;-0,95;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - COUN VAAR;26163,44;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - COUN VAAT;2608303,46;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - FPE;806851,25;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - FPM;2485671,51;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - FUNDEB - FTI;276333,91;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - ICMS;7846344,85;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - IPI-EXP;100321,66;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - IPVA;1144470,73;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - ITCMD;197977,16;3101003;4019
MG;Águas Vermelhas;2025;FUNDEB - ITR;28430,02;3101003;4019
MG;Aimorés;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-40731,76;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAT;84995,25;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - FPE;-46,53;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - FPM;-139,6;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - ICME;-454,27;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - IPIE;-4,33;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - IPVA;-69,84;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - ITCMD;-11,74;3101102;4021
MG;Aimorés;2025;AJUSTE FUNDEB - ITR;-1,53;3101102;4021
MG;Aimorés;2025;FUNDEB - COUN VAAR;587127,81;3101102;4021
MG;Aimorés;2025;FUNDEB - COUN VAAT;255782,83;3101102;4021
MG;Aimorés;2025;FUNDEB - FPE;1147221,36;3101102;4021
MG;Aimorés;2025;FUNDEB - FPM;3534251,94;3101102;4021
MG;Aimorés;2025;FUNDEB - FUNDEB - FTI;315853,97;3101102;4021
MG;Aimorés;2025;FUNDEB - ICMS;11185325,93;3101102;4021
MG;Aimorés;2025;FUNDEB - IPI-EXP;142642,36;3101102;4021
MG;Aimorés;2025;FUNDEB - IPVA;1627427,12;3101102;4021
MG;Aimorés;2025;FUNDEB - ITCMD;281826,95;3101102;4021
MG;Aimorés;2025;FUNDEB - ITR;40502,42;3101102;4021
MG;Aiuruoca;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-6617,45;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - FPE;-8,94;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - FPM;-26,94;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - ICME;-87,62;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - IPIE;-0,8;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - IPVA;-13,56;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - ITCMD;-2,33;3101201;4023
MG;Aiuruoca;2025;AJUSTE FUNDEB - ITR;-0,29;3101201;4023
MG;Aiuruoca;2025;FUNDEB - COUN VAAR;105872,03;3101201;4023
MG;Aiuruoca;2025;FUNDEB - FPE;209873,03;3101201;4023
MG;Aiuruoca;2025;FUNDEB - FPM;646557,11;3101201;4023
MG;Aiuruoca;2025;FUNDEB - FUNDEB - FTI;46493,98;3101201;4023
MG;Aiuruoca;2025;FUNDEB - ICMS;2053848,79;3101201;4023
MG;Aiuruoca;2025;FUNDEB - IPI-EXP;26095,02;3101201;4023
MG;Aiuruoca;2025;FUNDEB - IPVA;297698,19;3101201;4023
MG;Aiuruoca;2025;FUNDEB - ITCMD;51508,08;3101201;4023
MG;Aiuruoca;2025;FUNDEB - ITR;7397,77;3101201;4023
MG;Alagoa;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5583,23;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - FPE;-8,05;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - FPM;-24,16;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - ICME;-78,71;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - IPIE;-0,68;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - IPVA;-12,19;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - ITCMD;-2,04;3101300;4025
MG;Alagoa;2025;AJUSTE FUNDEB - ITR;-0,25;3101300;4025
MG;Alagoa;2025;FUNDEB - COUN VAAR;89325,63;3101300;4025
MG;Alagoa;2025;FUNDEB - FPE;169632,91;3101300;4025
MG;Alagoa;2025;FUNDEB - FPM;522589,12;3101300;4025
MG;Alagoa;2025;FUNDEB - ICMS;1657582,23;3101300;4025
MG;Alagoa;2025;FUNDEB - IPI-EXP;21091,66;3101300;4025
MG;Alagoa;2025;FUNDEB - IPVA;240694,06;3101300;4025
MG;Alagoa;2025;FUNDEB - ITCMD;41787,47;3101300;4025
MG;Alagoa;2025;FUNDEB - ITR;6016,3;3101300;4025
MG;Albertina;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-5974,02;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - FPE;-13,36;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - FPM;-39,85;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - ICME;-129,72;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - IPIE;-1,2;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - IPVA;-19,82;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - ITCMD;-3,38;3101409;4027
MG;Albertina;2025;AJUSTE FUNDEB - ITR;-0,44;3101409;4027
MG;Albertina;2025;FUNDEB - COUN VAAR;24501,15;3101409;4027
MG;Albertina;2025;FUNDEB - FPE;305789,81;3101409;4027
MG;Albertina;2025;FUNDEB - FPM;942048,52;3101409;4027
MG;Albertina;2025;FUNDEB - ICMS;2980051,59;3101409;4027
MG;Albertina;2025;FUNDEB - IPI-EXP;38021,06;3101409;4027
MG;Albertina;2025;FUNDEB - IPVA;433716,6;3101409;4027
MG;Albertina;2025;FUNDEB - ITCMD;74973,57;3101409;4027
MG;Albertina;2025;FUNDEB - ITR;10760,89;3101409;4027
MG;Além Paraíba;2025;AJUSTE FUNDEB - FPE;-69,51;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - FPM;-208,41;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - ICME;-678,1;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - IPIE;-6,49;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - IPVA;-104,23;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - ITCMD;-17,57;3101508;4029
MG;Além Paraíba;2025;AJUSTE FUNDEB - ITR;-2,34;3101508;4029
MG;Além Paraíba;2025;FUNDEB - COUN VAAT;323522,43;3101508;4029
MG;Além Paraíba;2025;FUNDEB - FPE;1690995,31;3101508;4029
MG;Além Paraíba;2025;FUNDEB - FPM;5209459,61;3101508;4029
MG;Além Paraíba;2025;FUNDEB - FUNDEB - FTI;495098,26;3101508;4029
MG;Além Paraíba;2025;FUNDEB - ICMS;16488856,97;3101508;4029
MG;Além Paraíba;2025;FUNDEB - IPI-EXP;210253,74;3101508;4029
MG;Além Paraíba;2025;FUNDEB - IPVA;2398610,39;3101508;4029
MG;Além Paraíba;2025;FUNDEB - ITCMD;414988,82;3101508;4029
MG;Além Paraíba;2025;FUNDEB - ITR;59599,91;3101508;4029
MG;Alfenas;2025;AJUSTE FUNDEB - FPE;-134,6;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - FPM;-403,45;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - ICME;-1313,07;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - IPIE;-12,56;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - IPVA;-201,89;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - ITCMD;-34,04;3101607;4031
MG;Alfenas;2025;AJUSTE FUNDEB - ITR;-4,41;3101607;4031
MG;Alfenas;2025;FUNDEB - FPE;3379504,77;3101607;4031
MG;Alfenas;2025;FUNDEB - FPM;10411260,95;3101607;4031
MG;Alfenas;2025;FUNDEB - ICMS;32957975,54;3101607;4031
MG;Alfenas;2025;FUNDEB - IPI-EXP;420198,35;3101607;4031
MG;Alfenas;2025;FUNDEB - IPVA;4793852,41;3101607;4031
MG;Alfenas;2025;FUNDEB - ITCMD;829693,34;3101607;4031
MG;Alfenas;2025;FUNDEB - ITR;119189,69;3101607;4031
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-8880,3;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - FPE;-11,41;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - FPM;-34,15;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - ICME;-111,08;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - IPIE;-1,06;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - IPVA;-17,07;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - ITCMD;-2,87;3101631;2681
MG;Alfredo Vasconcelos;2025;AJUSTE FUNDEB - ITR;-0,35;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - COUN VAAR;142075,05;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - FPE;278615,21;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - FPM;858331,49;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - ICMS;2721180,98;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - IPI-EXP;34642,25;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - IPVA;395209,85;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - ITCMD;68385,72;3101631;2681
MG;Alfredo Vasconcelos;2025;FUNDEB - ITR;9822,43;3101631;2681
MG;Almenara;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-163544,89;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - FPE;-94,55;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - FPM;-283,56;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - ICME;-922,8;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - IPIE;-8,85;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - IPVA;-141,89;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - ITCMD;-23,86;3101706;4033
MG;Almenara;2025;AJUSTE FUNDEB - ITR;-3,08;3101706;4033
MG;Almenara;2025;FUNDEB - COUN VAAR;1954285,28;3101706;4033
MG;Almenara;2025;FUNDEB - COUN VAAT;236737,67;3101706;4033
MG;Almenara;2025;FUNDEB - FPE;2236335,78;3101706;4033
MG;Almenara;2025;FUNDEB - FPM;6889493,43;3101706;4033
MG;Almenara;2025;FUNDEB - FUNDEB - FTI;770357,68;3101706;4033
MG;Almenara;2025;FUNDEB - ICMS;21846240,95;3101706;4033
MG;Almenara;2025;FUNDEB - IPI-EXP;278059,88;3101706;4033
MG;Almenara;2025;FUNDEB - IPVA;3172258,2;3101706;4033
MG;Almenara;2025;FUNDEB - ITCMD;549035,58;3101706;4033
MG;Almenara;2025;FUNDEB - ITR;78871,66;3101706;4033
MG;Alpercata;2025;AJUSTE FUNDEB - FPE;-18,35;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - FPM;-55;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - ICME;-178,87;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - IPIE;-1,71;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - IPVA;-27,48;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - ITCMD;-4,64;3101805;4035
MG;Alpercata;2025;AJUSTE FUNDEB - ITR;-0,58;3101805;4035
MG;Alpercata;2025;FUNDEB - FPE;444763,45;3101805;4035
MG;Alpercata;2025;FUNDEB - FPM;1370185,5;3101805;4035
MG;Alpercata;2025;FUNDEB - ICMS;4345749,36;3101805;4035
MG;Alpercata;2025;FUNDEB - IPI-EXP;55300,65;3101805;4035
MG;Alpercata;2025;FUNDEB - IPVA;630882,8;3101805;4035
MG;Alpercata;2025;FUNDEB - ITCMD;109156,68;3101805;4035
MG;Alpercata;2025;FUNDEB - ITR;15677,51;3101805;4035
MG;Alpinópolis;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-10196,45;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - FPE;-26,44;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - FPM;-79,3;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - ICME;-258,02;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - IPIE;-2,49;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - IPVA;-39,82;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - ITCMD;-6,75;3101904;4037
MG;Alpinópolis;2025;AJUSTE FUNDEB - ITR;-0,89;3101904;4037
MG;Alpinópolis;2025;FUNDEB - COUN VAAR;55861,7;3101904;4037
MG;Alpinópolis;2025;FUNDEB - FPE;741871,89;3101904;4037
MG;Alpinópolis;2025;FUNDEB - FPM;2285489,24;3101904;4037
MG;Alpinópolis;2025;FUNDEB - ICMS;7231236,73;3101904;4037
MG;Alpinópolis;2025;FUNDEB - IPI-EXP;92242,34;3101904;4037
MG;Alpinópolis;2025;FUNDEB - IPVA;1052265,7;3101904;4037
MG;Alpinópolis;2025;FUNDEB - ITCMD;181959,44;3101904;4037
MG;Alpinópolis;2025;FUNDEB - ITR;26122,87;3101904;4037
MG;Alterosa;2025;AJUSTE FUNDEB - AJUSTE FUNDEB VAAR;-22270,75;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - FPE;-33,64;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - FPM;-100,92;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - ICME;-328,38;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - IPIE;-3,19;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - IPVA;-50,35;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - ITCMD;-8,49;3102001;4039
MG;Alterosa;2025;AJUSTE FUNDEB - ITR;-1,1;3102001;4039
MG;Alterosa;2025;FUNDEB - COUN VAAR;356307,31;3102001;4039
MG;Alterosa;2025;FUNDEB - FPE;726764,01;3102001;4039
MG;Alterosa;2025;FUNDEB - FPM;2238946,41;3102001;4039
MG;Alterosa;2025;FUNDEB - FUNDEB - FTI;110986,8;3102001;4039
MG;Alterosa;2025;FUNDEB - ICMS;7097163,99;3102001;4039
MG;Alterosa;2025;FUNDEB - IPI-EXP;90363,87;3102001;4039
MG;Alterosa;2025;FUNDEB - IPVA;1031010,43;3102001;4039
MG;Alterosa;2025;FUNDEB - ITCMD;178612,27;3102001;4039
MG;Alterosa;2025;FUNDEB - ITR;25676,15;3102001;4039
MG;Alto Caparaó;2025;AJUSTE FUNDEB - FPE;-14,75;3102050;564
